userName,score,content,reviewId,userImage,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
Vella Vvn,1,"apk lemot pke bngt suka ngebug pdhl wifi lancar bikin hp panas lagi, hapus aja deh fitur fitur gajelas lu tuh bikin berat aplikasi aja",,,,,,,,
Zainul Aripin,5,produk nya bagus dan pengiriman melalui shoope cepat dan tepat waktu terimakasih shopee,,,,,,,,
Ali Husen,5,paket Sudah d terima Alhamdulillah sesuai dengan pesanan,,,,,,,,
Irma Fourthfetryzu,5,sangat suka belanja di shopee!,,,,,,,,
arfan Alfarizi,1,parah.. untuk melakukan pinjaman disini parah.. udh d lunasi bukan nya naek limit..malah di bekukan akun nya.. pdahal telat pun kagak.. gk rekomen pinjam disni,,,,,,,,
Rozi Rozi,5,belanja di sini bisa di percaya.👍👍,,,,,,,,
Dikrilah,5,Sangat memuas kan,,,,,,,,
SRI TULASMI,5,shopee bikin belanja jd lebih mudah,,,,,,,,
Heru Ahmad,3,"Terlalu mendewakan pembeli, namun tidak ada perlindungan untuk kurir. pembeli dapat dengan bebas memberikan penilaian buruk sampai kurir terkena penalty point padahal tidak ada kesalahan pada kurir. terlalu banyak pembeli yang sesuka hati mengcancel barang yang sudah diantar, & terlalu banyak para pembeli yang iseng melaporkan kurir bintang 1 tanpa sebab & alasan yg jelas.",,,,,,,,
Dewi Boba,5,shopee sangat memuaskan meski kadang kecewa dg penjual2 yg nakal dan ga profesional,,,,,,,,
Supri Yono,5,shoope terpercaya,,,,,,,,
Tsaqif hibban,5,semoga ada diskon lebih banyak lagi,,,,,,,,
Mode Sad,5,mantap apk ny bagus dan cepat pengirimannya,,,,,,,,
Ulfah Mufidah,5,sangat bermanfaat😁,,,,,,,,
Nesle 1104,2,kecewa pengiriman spx nya lama bangetttt biasa dari Jakarta ke Tangerang sehari sampe ini lewat blasss,,,,,,,,
Sapira Muhammad Danis,5,applikasi nya sangat bagus,,,,,,,,
latte pie,1,duit ilang di sopipey 20 mff bintang satu,,,,,,,,
sakinah Online,5,okelah pokoknya shopee,,,,,,,,
Fahrudin Iwar-iwer,5,mantap bang,,,,,,,,
Nur Azizah,5,Bagus👍,,,,,,,,
dodok damayanto,5,sangat memudahkan berbelanja 👍,,,,,,,,
Daffa Rabbani,5,"aplikasi ini sangat membantu ,thaks shopee ,dan sangat membantu banyak diskon🥳🥳",,,,,,,,
Laila Mutia,5,Baik sekaliiii,,,,,,,,
Ryuku Kazenovra Hatakeyama,1,"kok barang pesanan saya tak kunjung dikirim sih mimin... mana pelayanannya makin Lambat lagi kagak kayak dulu serba Cepat dan praktis kagak Ribet.... Jadi Rugi saya kalau begini mau cancel tapi lagi perl barang tersebut buat gantikan handphone saya yang hang layar... ayooolah... Perbakin Dari Segi Pelayanan dan Jasa Pembelian OLSHOP(Online Shop).... jadi malas pakai Aplikasi ""Shoope"" lagi dehh....",,,,,,,,
Kacak Kacak,5,Benar-benar apk shopee ini sesuai dengan harapan ku,,,,,,,,
ecko blackloverz07,5,shoope murah gak pernah mengecewakan dan good service... jayajayajaya...,,,,,,,,
Dewi Winarti,5,barangnya bervariasi barang datang sesuai dgn pesanan..sepanjang saya pesan barang tokonya amanah,,,,,,,,
Alim Jamila,5,suka bgt,,,,,,,,
Suci Lpg,5,sangatt berguna dann harga sangattt murahh murahh🤍😵‍💫,,,,,,,,
Evi Rahayu,5,pelayanan terpercaya dan kurir amanah,,,,,,,,
Adhitia Teguh,5,terus memperbaiki menuju terbaik,,,,,,,,
Dhedy Irawan,5,MANTAF saya akun saya kga bisa pake paylater,,,,,,,,
Abdul Haris,5,Sangat Bermanfaaat,,,,,,,,
Darmini Nasa,5,saya sudah berlangganan cocok,,,,,,,,
Dody Haris,5,Mantapp shopee salah satu toko online terbaik. Sampai detik ini still da best,,,,,,,,
AKBAR BEKTI SUSILO,5,mantap barang ori,,,,,,,,
Sahid Sahid,5,sangat cepat pengirimya,,,,,,,,
Fifi auliya Auliya,5,"aplikasi ini sangat bagus dan berguna juga buat,yg males ke pasar jdi tinggal cod ajaa gampang,dan harga nya terjangkau jugaa saya sngt suka dengan aplikasi shopee ini",,,,,,,,
Ida Rosyda,5,membeli barang online,,,,,,,,
ronaldo Fans,5,saya menyukai skena nya,,,,,,,,
nurkomari nurkomari,5,"amanah,",,,,,,,,
Jayadi Yadi,5,"belanja berulang kali sesuai pesanan smua tidak ada yg mengecewakan,, truma kasih untuk semua,,",,,,,,,,
Vani Maryen,5,saya suka Shopee membagikan koin dapat di gunakan untuk keperluan saya terimakasih,,,,,,,,
Kimmy Handicraft,1,sebagai penjual sy kecewa krn Shopee hapus jasa kirim J&T! pdhl udah nyaman pake jasa kirim J&T sejak dlu. m barang cepat sampe dan kurir pickup nya gercep datang jemput paket!!!,,,,,,,,
Kuspem,5,layanan shopee sangat mudah cepat tepat gak pakai ribet,,,,,,,,
toto kriswanto,5,ongkir dan harga lebih murah dibandingkan dengan yg lain,,,,,,,,
ABRISAM,5,"sangat bintang 5 secara pemesanan, tetapi untuk via SPX pengirimannya sangat lama dan sering sekali terjadi barang retak sehingga jadi minus! saya harap barang yang kali ini saya pesan aman. tolong dikondisikan lagi SPX nya ya",,,,,,,,
ERick M2021,5,oke👍,,,,,,,,
Abid Aqila,5,cepat sampai,,,,,,,,
RACHMAT OKTAVIANO Andisura,1,sangat2 kecewa dalam pengiriman shoope akhir ini..status pengantaran udah mulai jam 16.00 sampai jam 23.30 TDK di antar..terus berubah status memfitnah pembeli minta pengantaran besok..pdhl TDK ada konfirmasi..pdhl itu paket tanaman..kalau kelamaan dan tidak nyampek bisa mati tanamannya,,,,,,,,
Egipermana Permana,5,buruan download shopee.enak pengiriman cepat 👍,,,,,,,,
henry kusuma,1,aps puyeng.,,,,,,,,
alya zulfa,5,Toppppp,,,,,,,,
bani jr,1,pesanan selalu terlambat melebihi batas waktunya,,,,,,,,
Tiarni Duha,5,shopee memang mantap!tetap pertahankan layanannya terhadap konsumen sehingga tetap di sukai.,,,,,,,,
Octa Ryan,5,sangat memuaskan berbelanja disini SUKSES SELALU,,,,,,,,
Salsa Bila,5,bagus deh pokoknya,,,,,,,,
Krisda 2312,5,senang sekali warnanya sepatunya pas banget 😍,,,,,,,,
Aura Tika,5,blom tak cobk,,,,,,,,
Yogi Yogi,5,ok sangat rekomendasi,,,,,,,,
Bambang Sudarsono,5,sangat baik dan cepat,,,,,,,,
Sofi Khoirin,5,"pelayanan shopee sudah bagus, kalau bisa berikan masukan ke ninja express. karena untuk daerah ku, rata² kecewa dengan pelayanan ninja express",,,,,,,,
Maulidaturidha,1,kembalikan J&T,,,,,,,,
Bagu Bagus,4,Baguss bgt tapi kadang barang yg du cari tidak ada,,,,,,,,
Bagas Ariza,5,𝚋𝚊𝚐𝚞𝚜 𝚍𝚊𝚗 𝚓𝚞𝚐𝚊 𝚋𝚒𝚜𝚊 𝚋𝚎𝚕𝚒 𝚙𝚛𝚘𝚍𝚞𝚔 𝚊𝚝𝚊𝚞 𝚋𝚎𝚛𝚓𝚞𝚊𝚕𝚊𝚗,,,,,,,,
Herlina Fiyah,5,thanks for shopee,,,,,,,,
Sitimuflikhatun Atun,5,sesuai aplikasi,,,,,,,,
Siti Nasruha,5,suka dengan aplikasi shopee,,,,,,,,
King Godzilla,5,"mantap, banyak promonya",,,,,,,,
Candra Hartawan,5,Tempat belanja online terbaik,,,,,,,,
Soepardjo Mahmoed,5,shopee memberi kemudahan berbelanja dalam genggaman tangan,,,,,,,,
LuCIA Ari Nuryanti,5,lebih baik lagi ke dpn nya,,,,,,,,
Lucia Mahanani,5,Shopee is the Best,,,,,,,,
Koeng Abadi,5,"terimah kasih dengan adanya shopi belanja jadi lancar,semoga tambah jaya",,,,,,,,
Angga Budiarto,1,ketika buka apl jangan langsung masuk videoooo tululll,,,,,,,,
Apanji Samiaji,5,bagus tidak ada hambatan,,,,,,,,
Tian Juan Olrado,5,GACORR 🔥,,,,,,,,
Siku sikut,5,ok berhasil jaya terus shopee,,,,,,,,
Arita Dharto,1,"payah kurir shopee..... beberapa kali salah kirim ke rumah orang, daan distatus pengiriman sudah doterima yg bersangkutan. padahal belum terima. spx tidak bisa dihubungi gak ada no telpunnya. masak kantor gak punya telpon",,,,,,,,
Diva Rafael,5,saya sangat menyukai aplikasi shopee terutama untuk berbelanja dan semua barangnya bagus²,,,,,,,,
Desi Hutabarat,5,terjamin,,,,,,,,
AHUAT V_X-80 pro,5,"Nyaman belanja disini ngak perlu takut kena tipu, Barang ngak sesuai tinggal fireturn proses gampang dana langsung balik",,,,,,,,
Xiu Rehan,1,lemot banget anj,,,,,,,,
Alferos Weenas Feros,5,the real picture,,,,,,,,
Ryo's Ficthopilia,3,"apani ko jnt udah ga bisa,tolong kembalikan jnt shopee aku pake spx nyampenya lama banget😭😭",,,,,,,,
Pondok Wawu,5,gampang di gunakan,,,,,,,,
Tirta Arifka Putra,5,baguss.walau ada yg jualan kw,,,,,,,,
AzisManyu,5,harga barang nya murah murah juga kualitas barang nya bagus bagus✓,,,,,,,,
ahp gunawan,5,OH YES,,,,,,,,
Jawa Metal,1,buruk. terlalu banyak notifikasi gak penting,,,,,,,,
Aziz Dasilva,5,puas sangat cepat,,,,,,,,
Has Naf,4,ok banget 👍,,,,,,,,
Mursinah Mur,4,belanja di shopee paling best dan murah,,,,,,,,
Haekal AlFarizi alfarizi,5,bagus saya menyukainya,,,,,,,,
Reza Alkafid,5,kalok saya beli di lazada sering ke tipu kalok di sopi mesti asli coyy mantap 🙏💪💪💪💪,,,,,,,,
ika fauzan,5,"toko online yg oke, puas banget , mudah",,,,,,,,
Giyat Banyuanyar,4,sangat praktis belinya,,,,,,,,
Mega Mega,5,murah murah dan banyak voucher diskon,,,,,,,,
Asep Yusuf,5,barang memuaskan mantaaab.... yahuuut.👍,,,,,,,,
Rindang Ayu Ranika,5,aplikasi ny bagus bisa cod dan gratis ongkir dan juga pengirimannya cepat,,,,,,,,
Baiti Nurul azizah,5,"bagus, berguna banget",,,,,,,,
Haryono Yono,5,Memudahkan berbelanja.,,,,,,,,
Muhammad Yusuf,5,terima kasih shopee....,,,,,,,,
Rahmat Maulana,5,it's pretty good,,,,,,,,
mahmudi 18,5,lcepat,,,,,,,,
Zidane Wibawa,1,"lama banget proses pengiriman nyaa,estimasi nya tanggal 31-2 april,sampe sekarang tanggal 9 april belum sampe juga,malahan dari keterangan nya paket bakal dikembalikan ke penjual,baru kali ini kecewa sama tim ekpedisi nya shoope",,,,,,,,
Calima Sada,5,aplikasi yg sangat membantu.........bisa mencari semua barang barang yg saya butuhkan....gak usah pergi kemana mana tinggal pesan di shopee...alhamdulillah saat ini kiriman tdk ada masalah....trims shopee,,,,,,,,
Achmad Rifai,5,banyak diskon dan banyak promo menarik,,,,,,,,
Mr Realme,5,shopee Sangat bagus,,,,,,,,
Sekar Jagad,5,Kecewa...pengiriman sampai tanggal estimasi tidak sampai..dicek pada lacak paket 3 hari nggak jalan2...tolong dong diperbaiki pengirimannya masak cuma satu wilayah sudah satu Minggu paket nggak sampai2...,,,,,,,,
Azzahra Putri Maharani,5,seruu bisa belanja di shopee mandirii,,,,,,,,
Abangna Abang,5,nice apps,,,,,,,,
Tatisurani Rani,5,bar a ng ok,,,,,,,,
Rizki Bule,5,sangat membantu dalam berbelanja online,,,,,,,,
Kino Guru,5,"paket sudah sampai di rumah, toko betul2 amanah.",,,,,,,,
Abr 139,5,👍🏻,,,,,,,,
Nasar Ramdhani,5,mantap😘,,,,,,,,
Robi Cahayadi,4,Layanan nya bagus,,,,,,,,
Satria Mangkunegara,5,"Tolong kepada pihak shopee tambahkan expedisi tiki ons agar bisa kirim kirim hewan peliharaan dengan aman sampai tujuan, soalnya kalau pakai jnt / jne reg gak ada jaminan buat hewan peliharaan yang di beli aman sampai tujuan, dan kemungkinan besar mati di perjalanan pengiriman.",,,,,,,,
Ariq Syahilal,5,aplikasi bagus banget saya suka bisa belanja online di sopee,,,,,,,,
Excel Sis deo,1,mau daftar akun aja di buat ribetttt bintang ⭐,,,,,,,,
Sugito Ksp,5,selama ada shopee saya gak susah mau cari apa aja makasih shopee,,,,,,,,
Qren Kirana,5,sangattt bagusss,,,,,,,,
juliantina Rahaju,5,cepat dan sesuai,,,,,,,,
Romeo Lestari,5,"puas blanja di shopee mudah,sangat membantu,trimakasih shopee😍😘",,,,,,,,
Aziya Asmaulhusna,5,bagus bngttt,,,,,,,,
Pujhek Chates,5,bagus untuk belanja,,,,,,,,
wandi junaedi,5,"lebih mudah dan nyaman tentunya,bisa belanja sambil ngopi santai ..",,,,,,,,
Arnold Sumihe,5,Mau Beli Apa Aja Pasti Ada Di Shoppe,,,,,,,,
Ach Zainuddin,3,untuk layanan kami beri bintang 🌟 🌟 🌟 🌟 🌟 tp untuk pengiriman saya kasih bintang 🌟🌟🌟 semenjak JNT non aktif di aplikasi saya pengiriman makin lambat tidak sesuai waktu dan kebutuhan mohon di perbaiki kembali,,,,,,,,
Rendik Adi tya,5,bagus jujur,,,,,,,,
Usman usman,5,sangat membatu buat pembelian barang lainya,,,,,,,,
ferly wahyumalik,5,mantap betul gais,,,,,,,,
Husna Husna,5,Murah semua,,,,,,,,
maulana Ananda,5,sangat bagus coyy ril cuyyyyyyy,,,,,,,,
dede dhea,1,"baru pertama kali download di hp ini dan nomor baru, tapi voucher pengguna barunya gak bisa di pakai katanya voucher itu prnh aku pake, pdhl gk prnh aku pake",,,,,,,,
Hendra Maulana,1,Aplikasinya malah mengecewakan tidak seperti dulu lagi. baru juga klik pesan mau saya batalin langsung eh suruh nunggu persetujuan pihak penjual besoknyaa kok dengan sepihaknya penjual mengirim saja dengan enteng dan status pembatalan ditolak. ada juga saya beli paket eh udh 1 minggu gak di proses dan pihak penjual tidak aktif gini amat si jual barang tanpa persetujuan pembeli?,,,,,,,,
Ary Wibowo,5,"Aplikasi dan tokonya emang bagussss, cuma tlg dong shopee jadiin concern, evaluasi Pengiriman lewat JNE,, udahh bener2 bikin jengkel ekspedisi 1 itu,, dikota saya bahkan rating agennya cuma bintang 1, karna gak prof sama sekaali,, sayang jnt dicut, sekarang cm spx yg amanah cepat pengirimannya",,,,,,,,
Subar Dental,5,sangat membantu bnget,,,,,,,,
Defa Enggrina,1,apk terlalu beratttt!!!,,,,,,,,
Ayu Rahmadhani,5,"cinta bngt sm Shopee karena harganya murah beda aplikasi lain, setia 1 aplikasi shopee",,,,,,,,
Rahudi Rahudi,5,"suka bnget cpat,dan tepat",,,,,,,,
Kasiyah,5,alhamdulillah selama beli di shopee aman dan amanah.,,,,,,,,
Muliadi Ibrahim,5,"puasa lah , makasih shopee,.cuman satu kekurangan nya Masi banyak tokoh yg nga amanah , makasih shopee.🙏🙏🙏",,,,,,,,
Susanti Susanti,4,bisa beli dan setiap nya ada promo dan gratis ongkir,,,,,,,,
Lutfi Lutfi,5,"cepat, murah, kurirnya amanah sudah ada kurir langganan jadinya mudah",,,,,,,,
insyirah zain,5,puas sekali belanja online di shopee,,,,,,,,
Edi Garut,5,sangat bagus👍👍,,,,,,,,
Rinandika Rinandika,5,sejauh ini masih sesuai ekspetasi tingkatkan terus mutu shopee 👍👍,,,,,,,,
Arsyad,5,layanan baguuuus,,,,,,,,
Yossi yulian Yulian,5,Shope terbaik,,,,,,,,
Imat Kuraesin,5,wah sekarang belanja nggak perlu ribet dan dijamin cepet sampai banyak cashback juga diskon suka banget deh shopee ✨🥳🩷,,,,,,,,
Maulana Adrian,5,"shopee ,siiiip lah",,,,,,,,
Faiz Abd,5,rilpic,,,,,,,,
septian ari,5,ongkir lebih murah/ambyar lg,,,,,,,,
Meta Maysella,1,buruk banget paket hilang dan dananya belum masuk . itu sebenarnya paket hilang apa kalian jual wey,,,,,,,,
Erni Yulianti,5,memudahkan bagi saya yg orangnya males keluar 😁,,,,,,,,
Tulus Abadi,5,sangat membantu sy,,,,,,,,
Said Said74,5,siap,,,,,,,,
risdian ilham,3,Tiga bintang dulu karena sp later saya selalu gagal padahal di lazada bagus terpercaya ga ada kendala dan selalu dinaikan limit,,,,,,,,
Haryono Haryono,5,sangat membantu kurangi penjual penipuan dong biar kam,,,,,,,,
Ajay Jumista,5,spaylater dan dipinjam sensitif udah lama di blokir,,,,,,,,
Amat Anjir,1,bintang satu karna coin gratis yang katanya max25k tapi malah dikasih 100 doang,,,,,,,,
Ros Ritonga,5,sangat puas dengan hasilnya,,,,,,,,
Fathimah Assegaf,5,Aplikasi ini sangat membantu dan juga barang²nya murah dan aku selalu dpt gratis ongkir....emang sih shoppe paling bagus sihhh👍👍,,,,,,,,
Max,2,"Tolong UI dipersimple, Kurangin hal hal ga penting, kayak live di beranda, games, telur iklan bejibun live banyak bikin UI semakin berat, kadang sampai gabisa dipencet, ini aplikasi belanja, gausah kasih game game gajelas live live gajelas, kalo bisa shopee pay juga hapus di aplikasi shopee, udah ada aplikasi shopee pay terpisah jadi yang didalem apk shopee hapus aja, kayak aplikasi pembayaran lain gituloh, aplikasi ijo aja ga seberat ini, come on lah shopee",,,,,,,,
mas hari,5,kurir ramah barang pesanan sesuai keinginan,,,,,,,,
Iman Maoludin,5,belnja mudah dan murang gratis ongkir,,,,,,,,
Rasya Acca,5,Belanja murah dan pas buat kantong,,,,,,,,
Mulya Dinata,5,pengiriman cepat gratis ongkir,,,,,,,,
kadal buntung,1,pengiriman lewat spx sekarang lebih lama 4 hari sampai 7 hari,,,,,,,,
Amel Ayu,5,"belanja disini enak, lebih hemat",,,,,,,,
Putri Hasibuan,5,cepat sampai paket nya mantap,,,,,,,,
Roby Mardiasih,5,mantul 👍,,,,,,,,
Padel Bhot,4,download shopee sekarang,,,,,,,,
Sriyani Jaya,5,selalu sukses,,,,,,,,
rangly badjo,5,lebiih diperhatikan lagi spay laternya. kita ajukan tidk pernah ditrima.,,,,,,,,
Fansjkt48 aja _jkt48,5,bagusss polll soal nya aku beli aplikasi ini pas dateng semuanya sama persis,,,,,,,,
Zahratun Nisa,5,Mudah murah dan cepat,,,,,,,,
Hendra Yani,5,Pelayanan shopee is the best ...,,,,,,,,
Nia rahma agustin,5,dari toko-toko lain Shopee lah yg paling bagus,,,,,,,,
Ombon 86,1,"Udah deh kita beralih ke sebelah aja app tt, shpee pengiriman gak bisa di percaya, suka nyasar ke mana2, apa lagi pakai si cepat, apa lagi barang keburu di pakai, parah",,,,,,,,
Pungut Pungut,5,mantap tepat waktu,,,,,,,,
Agus Setiawan,1,"Sory min jadi 2 bintangnya, sekarang jadi aplikasi paling berat di hp saya, lalu sekarang gak bisa upload gambar kalo pesanan dah selesai",,,,,,,,
Arjuna Putra,5,"sudah lama memakai Shopee buat belanja, segala keperluan, dan selama ini puas banget , semoga kedepanya lebih baik lagi, untuk jasa pengiriman mungkin lebih baik dalam pengecekan barangnya ada nomor telp kurir bs dicantumkan supaya bisa konfirmasi bilamana disaat kita sedang tdk di rumah bs mengkondisikan ketika memakai pembayaran COD.. utk kurir selama ini pelayanan yang baik.. sukses selalu",,,,,,,,
Jorenk Jorenk,4,belanja online membuat kita banyak pilihan .sayang banyak toko atau penjual yang kurang baik dalam pelayanan atau barang tidak sesuai dengan ..yang di harapkan . terimakasih buat .Shopee.,,,,,,,,
Wawan Riyadi,5,Shopee pelayanan terbaik,,,,,,,,
Azzy Wibowo,5,"Sangat baik ,pelayan nya bagus dan Ramah",,,,,,,,
Frangki Dahoklory,5,Pesanan sampai sesuai dan tepat waktu terima kasih shopee,,,,,,,,
baba toienk,5,apk memuaskan tapi semenjak pengeriman tidak pakek jnt sangat lambat biasanya 2-3 hari sudah sampai sekarang minimal 5 hari baru sampai,,,,,,,,
Ririn Fitriana,5,"saya. suka belanja online di shopee, produk yang dijual bagus bagus, gratis ongkir diskon Alhamdulillah sudah berlangganan,4 tahun,",,,,,,,,
Dimas Saputra,1,parahh kurir nya udh telat 2 hari barabg ga nyamepe nyampe,,,,,,,,
Yusep Juned,5,dengan adanya shopee sangat membantu.,,,,,,,,
lereng lawu,5,sangat membantu.,,,,,,,,
Ahmad Kosasih,5,belanja di shopy harganya murah dan barang nya bagus cocok dengan harga,,,,,,,,
Adibah Shakilah,5,layanan cpt,,,,,,,,
Ali DUR,5,mantap cuman Paylater ku di bekukan,,,,,,,,
Aulia Mulyadi,5,pengalaman belanja yg mengesankan banyak gratis ongkir mudah dan cepat proses pengantarannya,,,,,,,,
Qq Qq,1,"Pengirimanya lama, kurirnya juga lelet, udah ditunggu tau taunya malah gk dapet, katanya besok pas ditunggu lagi malah alesan besok lagi, ini pihak shoope kenapa dah",,,,,,,,
Pipit Jahra,5,its dhe beast bintang yg bicara,,,,,,,,
Firman Nurta Adiansyah,1,Pengiriman spx lama,,,,,,,,
andinn,5,baguss bgt,,,,,,,,
Central99,1,mkin ksini mkin parah systemnya sering eror dan pelit voucher. mau order dibatalkan trz...,,,,,,,,
Fathana13,5,bagus banget pengiriman gak mahal pas deh buat soping soping💔😭,,,,,,,,
Ayyya Nahya,4,sudah bagus cuma sering ada perubahan tanggal atau waktu di estimasi pengiriman saja.,,,,,,,,
diRANTAU,1,"pengiriman terlalu lama,",,,,,,,,
Al zacky maulana,5,bagus 👍👍 tapi boong,,,,,,,,
Sagino Imam,4,Kak kok shoppe ku perlu dipulihkan ?,,,,,,,,
Muti Libao Sebastian,1,ngapa lah harus putus kontrak sama jnt? mana pengiriman pakai SPX ni lelet. lama. kurirnya ndk profesional harus kita yang jemput ke tempat dia. balikkan lah jnt tu. spx yg harus di hapuskan,,,,,,,,
Danau Hijau,5,serba guna serba ada,,,,,,,,
Mas Yan,5,baik pisan 👍👍👍👍👍,,,,,,,,
Fira Pakaya,5,sangat membantu dan brmanfaat,,,,,,,,
Iwan Setiawan,5,baru kali ini di shopee saya menerima barang begituh lambat. mohon diperhatikan dan ditingkatkan pelayanan shopee dan team,,,,,,,,
Zuraidah Ida,5,shoppee bisa diandalkan dan aman jika ada yg meragukan bisa dipercaya,,,,,,,,
Ebokebok Ebok,5,terimakasih dengan ada nya shopee saya sangat merasa terbantu lanca dan amanah,,,,,,,,
MUSRO WWINDIARTO,5,good gampang banget,,,,,,,,
Eyang Pukulun,5,"aplikasi belenja online yg bagus, banyak pilihan barang.",,,,,,,,
Nunung Rosmiati,5,Sangat bagus dan banyak voucher,,,,,,,,
Reeana Khanza,4,lamaaaaa ngirim kode or link,,,,,,,,
Rahmat Rahmat,5,kami sangat senang shopee telah membantu,,,,,,,,
Fitriadi Adi,1,Mohon maaf aplikasi ini kami hapus dulu. Karena kurir SPX sangat buruk pelayanannya. Tidak seperti kurir yang lain. Padahal dari dulu udah langganan pakai Shoppe.,,,,,,,,
Bismi Romel,5,top bgt,,,,,,,,
Aswar,5,mau beli barang di shopee aja di jamin murah meriah🥳🤩,,,,,,,,
Agus Jojo,5,selama berlangganan di shoope semua barang yg sy order rata2 memuaskan,,,,,,,,
Anjar Widodo,3,ko sekarang pengirimanya lama sekalihh🥲,,,,,,,,
Tisya Syavira,1,"kasih keterangan nomor telp nya kurir napaa saya kalo ga dirumah susahh apalagi uang nya ga saya titipin orang rumah,soalnya org rumah gamau talangin, jadi males lagi² paket di kembaliin penjual padahal udah PO sebulan.",,,,,,,,
Ikhsanda Zaky putra,5,"Alhamdulillah, aplikasi ini sangat berguna, kalo ada bintang 10 aku kasih deh, terimakasih shoppeee",,,,,,,,
Hary Yanto,5,"belanja puas, banyak diskon",,,,,,,,
Qulli shawwit (Rahmat Yusuf),5,"sangat membantu, biarpun jauh dari keluarga,, dgn adanya Shopee jdi bisa menuhin kebutuhan nya,,",,,,,,,,
Eko Susanto,5,Menyenangkan..,,,,,,,,
Zul Zulkarnain hsb,5,shopee memang top markotop sangat2 membantu ekonomi keluarga mudah cepat praktis n tdk ribet,,,,,,,,
sukurilah Ada,2,ada saja gebarakan terbaru shopee selalu saja update yang ga jelas.. sekarang kurir jnt yang di hilangkan. kurir andalan saya g pernah kecewa. spx lama barang sering rusak. jne sering retur barang ga mau antar alamat. sicepat paling lama dan agen susah di cari.. auto pada pindah kesebelah org belanja.,,,,,,,,
Anton Hardi,5,bagus pokok nya belanja di shopee,,,,,,,,
Saiful bahri,5,pengiriman cepat..sesuai dengan yg di harapkan.,,,,,,,,
Tyan Devan,5,tidak perlu kata kata yg penting bintang 5,,,,,,,,
agus wijanarko,5,sudah sering belanja di shopee terpercaya keamananx.toko cepat merespon tepat waktu barang tiba.pilihan barang banyak,,,,,,,,
Cindy Teresa,5,"harga murah, banyak pilihan,semua jenis barang ada",,,,,,,,
Anita Sarumaha,2,"awalnya bagus,tapi lama kelamaan gak bagus lg fitur cod gak aktif, ekspedisi JNT tidak tersedia lagi 😏😏😏",,,,,,,,
Meusandhy Dwi Ferdhyan,5,Oke mantap !,,,,,,,,
Herry Yasin Ambotuwo (AMBO),5,"Toko yg jàdi teman produsen en konsuméñ di Ñkri .Màntul deh !!! , 😂😂😂 👍🏼👍🏼👍🏼❤️",,,,,,,,
Euis Komariah,4,alhamdulillaaah shopee jg emang bagus smoga berkah amin,,,,,,,,
yudy irawan,1,"pengiriman amat sangat cepat,bagai kilat membahana,pesan tanggal 9 di kirim tanggal 2 bulan berikut nya,sangat josss dan gandossss",,,,,,,,
Risa Khoirunnisa,5,"Bagus bgt aplikasi nya untuk belanja online, dan sangat lengkap sekali mulai dari Live dan lainnya dengan Live di shopee kita bisa berjualan, terus update biar semakin bagus yaa🤩🥰",,,,,,,,
Kurnia luvika Sari,5,sangat membantu jika ingin mencari barang yang kita mau,,,,,,,,
Dimas Casanova,1,,f4f6c612-e056-4dea-92a2-ee1999473187,https://play-lh.googleusercontent.com/a/ACg8ocJ5aNxKnBjJqDIYL_gvrPFxr1pmcmoJBrDhNtTqvMM7DBRnLg=mo,0.0,,2025-04-15 11:13:40,"Hai kak Dimas Casanova, maaf buat gak nyaman terkait kendala pengiriman pesanan, agar bisa Aku bantu pengecekan boleh infoin username shopee dan nomor pesanan lewat DM IG @Shopee_id/@Shopeecare_id yaa kak. Sehat selalu ^NZ",2025-04-14 04:24:43,
udin udin,5,"pengalaman pertama belanja di shopee awalnya ragu ,ternyata brang sesauia sama yg di dipesan.",11ae9933-8a6d-49d8-912e-45039b0e84b2,https://play-lh.googleusercontent.com/a/ACg8ocLdoT6DPngvm9Jt5f2zkPjhWYj_dSTdBmp9xCLXo1UmnfDgFA=mo,0.0,3.46.37,2025-04-09 04:30:08,"Hai kak udin , Aku seneng deh lihat bintang dan bacanya. Semoga shopee selalu menjadi platform utk memenuhi kebutuhan kaka ya. Oiya kakak jangan lupa untuk pantau akun sosmed shopee @ShopeeID/@Shopeecare ya kak agar tdk ketinggalan promo-promo menarik lainnya. Stay safe ^AB",2025-04-09 05:31:55,3.46.37
Repal official,1,gabisa dii buka,b9742951-157b-448a-b867-dfa25818dd41,https://play-lh.googleusercontent.com/a/ACg8ocLMEQfpIE0R-zgHLtT-HvigH9ahSU-7t8xMWDJqpHQn-ABBmMM=mo,0.0,3.47.40,2025-04-09 04:30:02,"Hi Kak Repal official  maaf atas ketidaknyamanannya. Aku bantu infoin Kakak bisa clear cache pada aplikasi, lalu pastikan juga Kakak memiliki internet yang stabil, dan login logout akunmu kembali. Tapi kalo nanti masih terkendala, jangan ragu hubungi aku di DM Shopeecare_id yang ada centang birunya. Stay Healthy ^AB",2025-04-09 05:31:23,3.47.40
